Astrocyte	Calb2_tdTpositive_cell_46	upper
Astrocyte	Calb2_tdTpositive_cell_48	upper
Astrocyte	Calb2_tdTpositive_cell_50	lower
Astrocyte	Calb2_tdTpositive_cell_53	lower
Astrocyte	Calb2_tdTpositive_cell_58	lower
Astrocyte	Cux2_tdTnegative_cell_2	L1-L2/3
Astrocyte	Cux2_tdTnegative_cell_3	L1-L2/3
Astrocyte	Cux2_tdTnegative_cell_4	L1-L2/3
Astrocyte	Cux2_tdTnegative_cell_7	L1-L2/3
Astrocyte	Cux2_tdTnegative_cell_11	L1-L2/3
Astrocyte	Cux2_tdTnegative_cell_13	L1-L2/3
Astrocyte	Gad2_tdTpositive_cell_16	All
Astrocyte	Gad2_tdTpositive_cell_24	All
Astrocyte	Gad2_tdTpositive_cell_30	All
Astrocyte	Gad2_tdTpositive_cell_39	All
Astrocyte	Gad2_tdTpositive_cell_41	All
Astrocyte	Ndnf_tdTnegative_cell_1	L1
Astrocyte	Ndnf_tdTnegative_cell_4	L1
Astrocyte	Ndnf_tdTnegative_cell_5	L1
Astrocyte	Ndnf_tdTnegative_cell_6	L1
Astrocyte	Ndnf_tdTnegative_cell_7	L1
Astrocyte	Ndnf_tdTnegative_cell_10	L1
Astrocyte	Ntsr1_tdTnegative_cell_11	L6a
Astrocyte	Ntsr1_tdTnegative_cell_14	L6a
Astrocyte	Ntsr1_tdTnegative_cell_17	L6a
Astrocyte	Ntsr1_tdTnegative_cell_20	L6a
Astrocyte	Ntsr1_tdTnegative_cell_21	L6a
Astrocyte	Ntsr1_tdTnegative_cell_25	L6a
Astrocyte	Ntsr1_tdTnegative_cell_26	L6a
Astrocyte	Ntsr1_tdTnegative_cell_27	L6a
Astrocyte	Ntsr1_tdTnegative_cell_30	L6a
Astrocyte	Ntsr1_tdTnegative_cell_33	L6a
Astrocyte	Ntsr1_tdTnegative_cell_45	L6
Astrocyte	Rorb_tdTpositive_cell_39	L5
Astrocyte	Rorb_tdTpositive_cell_47	L5
Astrocyte	Rorb_tdTpositive_cell_54	L5
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_3	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_4	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_5	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_6	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_16	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_18	L1
Astrocyte	Scnn1a-Tg2_tdTnegative_cell_19	L1
GABA-ergic Neuron	Gad2_tdTpositive_cell_18	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_25	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_26	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_40	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_48	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_49	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_62	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_64	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_67	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_69	All
GABA-ergic Neuron	Htr3a_tdTpositive_cell_32	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_36	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_40	All
Endothelial Cell	Calb2_tdTpositive_cell_28	All
Endothelial Cell	Calb2_tdTpositive_cell_61	lower
Endothelial Cell	Ctgf_tdTpositive_cell_1	All
Endothelial Cell	Ctgf_tdTpositive_cell_3	All
Endothelial Cell	Ctgf_tdTpositive_cell_4	All
Endothelial Cell	Ctgf_tdTpositive_cell_9	All
Endothelial Cell	Ctgf_tdTpositive_cell_10	All
Endothelial Cell	Ndnf_tdTpositive_cell_1	All
Endothelial Cell	Ndnf_tdTpositive_cell_5	All
Endothelial Cell	Ndnf_tdTpositive_cell_6	All
Endothelial Cell	Ndnf_tdTnegative_cell_11	L1
Endothelial Cell	Nos1_tdTpositive_cell_1	All
Endothelial Cell	Nos1_tdTpositive_cell_54	All
Endothelial Cell	Nos1_tdTpositive_cell_66	All
Endothelial Cell	Ntsr1_tdTnegative_cell_29	L6a
Endothelial Cell	Ctgf_tdTpositive_cell_2	All
Endothelial Cell	Ctgf_tdTpositive_cell_5	All
Endothelial Cell	Ctgf_tdTpositive_cell_6	All
Endothelial Cell	Ctgf_tdTpositive_cell_7	All
Endothelial Cell	Ctgf_tdTpositive_cell_8	All
Endothelial Cell	Cux2_tdTnegative_cell_10	L1-L2/3
Endothelial Cell	Ndnf_tdTpositive_cell_3	All
Endothelial Cell	Ndnf_tdTpositive_cell_4	All
Endothelial Cell	Ndnf_tdTpositive_cell_7	All
Endothelial Cell	Ndnf_tdTpositive_cell_8	All
Endothelial Cell	Ndnf_tdTpositive_cell_9	All
Endothelial Cell	Ndnf_tdTpositive_cell_10	All
Endothelial Cell	Ndnf_tdTpositive_cell_11	All
Endothelial Cell	Ndnf_tdTpositive_cell_12	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_5	All
GABA-ergic Neuron	Gad2_tdTpositive_cell_27	All
GABA-ergic Neuron	Nkx2-1_tdTpositive_cell_14	upper
GABA-ergic Neuron	Nkx2-1_tdTpositive_cell_21	lower
GABA-ergic Neuron	Nkx2-1_tdTpositive_cell_22	lower
GABA-ergic Neuron	Nos1_tdTpositive_cell_9	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_10	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_13	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_31	All
GABA-ergic Neuron	Nos1_tdTpositive_cell_41	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_7	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_10	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_30	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_49	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_88	All
Glutamatergic Neuron	Gad2_tdTpositive_cell_42	All
Glutamatergic Neuron	Gad2_tdTpositive_cell_51	All
Glutamatergic Neuron	Ndnf_tdTnegative_cell_3	L1
Glutamatergic Neuron	Ndnf_tdTnegative_cell_8	L1
Glutamatergic Neuron	Ndnf_tdTnegative_cell_9	L1
Glutamatergic Neuron	Nos1_tdTpositive_cell_43	All
Glutamatergic Neuron	Nos1_tdTpositive_cell_61	All
Glutamatergic Neuron	Nos1_tdTpositive_cell_71	All
Glutamatergic Neuron	Scnn1a-Tg2_tdTnegative_cell_2	L1
Glutamatergic Neuron	Scnn1a-Tg2_tdTnegative_cell_10	L1
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_4	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_10	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_14	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_35	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_47	All
Glutamatergic Neuron	Sst_tdTpositive_cell_13	upper
Glutamatergic Neuron	Calb2_tdTpositive_cell_6	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_8	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_12	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_14	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_33	upper
Glutamatergic Neuron	Calb2_tdTpositive_cell_39	upper
Glutamatergic Neuron	Calb2_tdTpositive_cell_42	upper
Glutamatergic Neuron	Calb2_tdTpositive_cell_51	lower
Glutamatergic Neuron	Cux2_tdTpositive_cell_5	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_7	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_9	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_15	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_16	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_19	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_25	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_27	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_28	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_31	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_34	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_38	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_41	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_45	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_46	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_50	L1-L2/3
